uniprot_id	interpro_id	pfam_id	entry_name	start	end	source_version	fetch_date
A0A096LNW5	IPR000742	PF00008	EGF-like domain	68	99	108.0	2026-04-11
A0A096LNW5	IPR000742	PF00008	EGF-like domain	111	140	108.0	2026-04-11
A0A096LNW5	IPR013032	PF12661	Human growth factor-like EGF	153	174	108.0	2026-04-11
A0A096LNW5	IPR049883	PF07645	Calcium-binding EGF domain	182	214	108.0	2026-04-11
A0A096LP55	IPR023184	PF02320	Ubiquinol-cytochrome C reductase hinge protein	28	91	108.0	2026-04-11
A0A096LPK9	IPR000725	PF13853	Olfactory receptor	33	303	108.0	2026-04-11
A0A0A6YYL3	IPR002110	PF12796	Ankyrin repeats (3 copies)	106	199	108.0	2026-04-11
A0A0A6YYL3	IPR002110	PF12796	Ankyrin repeats (3 copies)	206	298	108.0	2026-04-11
A0A0A6YYL3	IPR039497	PF14915	CCDC144C protein coiled-coil region	433	542	108.0	2026-04-11
A0A0B4J1W7	IPR054697	PF06409	Nuclear pore complex interacting protein (NPIP)	22	243	108.0	2026-04-11
A0A0B4J2A2	IPR002130	PF00160	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	7	162	108.0	2026-04-11
A0A0B4J2F0	IPR057394	PF23670	PIGBOS1-like	1	53	108.0	2026-04-11
A0A0C4DGP1	IPR029367	PF15118	Domain of unknown function (DUF4560)	2	65	108.0	2026-04-11
A0A0G2JMD5	IPR060378	PF27091	PRAME N-terminal domain	6	113	108.0	2026-04-11
A0A0G2JMD5	IPR060377	PF27089	PRAME C-terminal domain	147	462	108.0	2026-04-11
A0A0J9YWL9	IPR028193	PF15186	Testis-expressed sequence 13 protein family	5	149	108.0	2026-04-11
A0A0J9YWL9	IPR049367	PF20868	Testis-expressed protein 13, MVPLGDSxSHS repeat	366	467	108.0	2026-04-11
A0A0J9YWL9	IPR049367	PF20868	Testis-expressed protein 13, MVPLGDSxSHS repeat	597	696	108.0	2026-04-11
A0A0J9YWL9	IPR049367	PF20868	Testis-expressed protein 13, MVPLGDSxSHS repeat	785	883	108.0	2026-04-11
A0A0J9YWL9	IPR049534	PF20864	Putative testis-expressed protein 13C, zinc finger domain	959	978	108.0	2026-04-11
A0A0J9YX57	IPR021072	PF12440	Melanoma associated antigen family N terminal	5	95	108.0	2026-04-11
A0A0J9YX57	IPR002190	PF01454	MAGE homology domain	205	369	108.0	2026-04-11
A0A0J9YX94	IPR048271	PF20846	PNMA N-terminal RRM-like domain	1	88	108.0	2026-04-11
A0A0J9YX94	IPR048270	PF14893	PNMA	256	417	108.0	2026-04-11
A0A0J9YXQ4	IPR048271	PF20846	PNMA N-terminal RRM-like domain	1	92	108.0	2026-04-11
A0A0J9YXQ4	IPR048270	PF14893	PNMA	324	485	108.0	2026-04-11
A0A0J9YY54	IPR028193	PF15186	Testis-expressed sequence 13 protein family	5	150	108.0	2026-04-11
A0A0J9YY54	IPR049367	PF20868	Testis-expressed protein 13, MVPLGDSxSHS repeat	341	427	108.0	2026-04-11
A0A0J9YY54	IPR049367	PF20868	Testis-expressed protein 13, MVPLGDSxSHS repeat	469	563	108.0	2026-04-11
A0A0J9YY54	IPR049367	PF20868	Testis-expressed protein 13, MVPLGDSxSHS repeat	570	647	108.0	2026-04-11
A0A0J9YY54	IPR049534	PF20864	Putative testis-expressed protein 13C, zinc finger domain	681	700	108.0	2026-04-11
A0A0K2S4Q6	IPR013106	PF07686	Immunoglobulin V-set domain	27	114	108.0	2026-04-11
A0A0U1RQE8	IPR015938	PF06021	Aralkyl acyl-CoA:amino acid N-acyltransferase	1	206	108.0	2026-04-11
A0A0U1RQE8	IPR013652	PF08444	Aralkyl acyl-CoA:amino acid N-acyltransferase, C-terminal region	208	296	108.0	2026-04-11
A0A0U1RQG5	IPR028930	PF15623	Cancer/testis gene family 47	1	238	108.0	2026-04-11
A0A0U1RQI7	IPR013087	PF00096	Zinc finger, C2H2 type	994	1018	108.0	2026-04-11
A0A0U1RQI7	IPR013087	PF00096	Zinc finger, C2H2 type	1024	1046	108.0	2026-04-11
A0A0U1RR11	IPR006913	PF04828	Glutathione-dependent formaldehyde-activating enzyme	133	228	108.0	2026-04-11
A0A0U1RRE5	IPR047852	PF21949	Negative regulator of P-body association	1	68	108.0	2026-04-11
A0A0U1RRI6	IPR006913	PF04828	Glutathione-dependent formaldehyde-activating enzyme	133	228	108.0	2026-04-11
A0A0U1RRK4	IPR038990	PF15317	Cardiac transcription factor regulator, Developmental protein	37	63	108.0	2026-04-11
A0A0X1KG70	IPR000725	PF13853	Olfactory receptor	33	305	108.0	2026-04-11
A0A183	IPR031716	PF15858	Late cornified envelope protein 6A family	1	77	108.0	2026-04-11
A0A1B0GTB2	IPR054138	PF21954	TUNAR	1	48	108.0	2026-04-11
A0A1B0GTD5	IPR038775	PF22593	Sperm microtubule inner protein 11	1	131	108.0	2026-04-11
A0A1B0GTH6		PF27961	Casein kinase II subunit alpha'-interacting protein	411	688	108.0	2026-04-11
A0A1B0GTH9		PF13913	zinc-finger of a C2HC-type	9	29	108.0	2026-04-11
A0A1B0GTH9		PF13913	zinc-finger of a C2HC-type	79	103	108.0	2026-04-11
A0A1B0GTQ4	IPR039014	PF21950	Protein myomixer	1	62	108.0	2026-04-11
A0A1B0GTR3	IPR040433	PF27987	Spermatid nuclear transition protein	1	104	108.0	2026-04-11
A0A1B0GTS1	IPR000232	PF00447	HSF-type DNA-binding	83	182	108.0	2026-04-11
A0A1B0GTU1	IPR041686	PF15663	Zinc-finger containing family	1	108	108.0	2026-04-11
A0A1B0GTU2	IPR020066	PF11057	Cortexin of kidney	9	55	108.0	2026-04-11
A0A1B0GTW7	IPR001577	PF01457	Leishmanolysin	260	595	108.0	2026-04-11
A0A1B0GU71	IPR029488	PF13879	Hemingway/CFA97	27	94	108.0	2026-04-11
A0A1B0GUA9	IPR040020	PF27972	Uncharacterized protein C13orf46-like	1	211	108.0	2026-04-11
A0A1B0GUJ8	IPR048271	PF20846	PNMA N-terminal RRM-like domain	8	97	108.0	2026-04-11
A0A1B0GUS4	IPR000608	PF00179	Ubiquitin-conjugating enzyme	6	143	108.0	2026-04-11
A0A1B0GUU1	IPR057456	PF25431	C17orf113 probable zinc finger	31	93	108.0	2026-04-11
A0A1B0GUX0	IPR054323	PF22589	Sperm microtubule inner protein 1	50	167	108.0	2026-04-11
A0A1B0GV03	IPR043937	PF19046	GM130 C-terminal binding motif	576	616	108.0	2026-04-11
A0A1B0GV85	IPR002861	PF02014	Reeler domain	32	169	108.0	2026-04-11
A0A1B0GV90	IPR020066	PF11057	Cortexin of kidney	7	48	108.0	2026-04-11
A0A1B0GVD1	IPR060569	PF27929	FAM237B, N-terminal domain	2	41	108.0	2026-04-11
A0A1B0GVH4	IPR001254	PF00089	Trypsin	45	107	108.0	2026-04-11
A0A1B0GVK7		PF27680	FAM240	23	68	108.0	2026-04-11
A0A1B0GVQ0	IPR054161	PF22004	Small regulatory polypeptide of amino acid response	16	90	108.0	2026-04-11
A0A1B0GVR7		PF27680	FAM240	22	71	108.0	2026-04-11
A0A1B0GVS7	IPR026134	PF15316	MyoD family inhibitor	28	189	108.0	2026-04-11
A0A1B0GVX0	IPR006629	PF10601	LITAF-like zinc ribbon domain	2	70	108.0	2026-04-11
A0A1B0GVZ2		PF27680	FAM240	17	65	108.0	2026-04-11
A0A1B0GVZ6	IPR032343	PF16564	p55-binding region of Methyl-CpG-binding domain proteins MBD	28	97	108.0	2026-04-11
A0A1B0GVZ6	IPR025884	PF14048	C-terminal domain of methyl-CpG binding protein 2 and 3	103	193	108.0	2026-04-11
A0A1B0GW35	IPR028258	PF15277	Exocyst complex component SEC3 N-terminal PIP2 binding PH	33	119	108.0	2026-04-11
A0A1B0GWB2	IPR007593	PF04505	Interferon-induced transmembrane protein	186	251	108.0	2026-04-11
A0A1B0GWG4	IPR031741	PF15872	Serine-rich and transmembrane domain-containing protein 1	18	83	108.0	2026-04-11
A0A1B0GWH4	IPR000232	PF00447	HSF-type DNA-binding	83	182	108.0	2026-04-11
A0A1B0GWK0	IPR002048	PF13499	EF-hand domain pair	58	125	108.0	2026-04-11
A0A1W2PP81	IPR006809	PF04719	hTAFII28-like protein conserved region	97	181	108.0	2026-04-11
A0A1W2PPD8	IPR003349	PF02375	jmjN domain	16	50	108.0	2026-04-11
A0A1W2PPD8	IPR003347	PF02373	JmjC domain, hydroxylase	176	292	108.0	2026-04-11
A0A1W2PPE2	IPR006809	PF04719	hTAFII28-like protein conserved region	97	181	108.0	2026-04-11
A0A1W2PPF3	IPR001356	PF00046	Homeodomain	17	72	108.0	2026-04-11
A0A1W2PPF3	IPR001356	PF00046	Homeodomain	103	155	108.0	2026-04-11
A0A1W2PPH5	IPR006809	PF04719	hTAFII28-like protein conserved region	97	181	108.0	2026-04-11
A0A1W2PPK0	IPR001356	PF00046	Homeodomain	26	78	108.0	2026-04-11
A0A1W2PPL8	IPR006809	PF04719	hTAFII28-like protein conserved region	97	179	108.0	2026-04-11
A0A1W2PPM1	IPR001356	PF00046	Homeodomain	30	82	108.0	2026-04-11
A0A1W2PPW3	IPR006809	PF04719	hTAFII28-like protein conserved region	96	180	108.0	2026-04-11
A0A1W2PQ09	IPR006809	PF04719	hTAFII28-like protein conserved region	97	181	108.0	2026-04-11
A0A1W2PQ27	IPR006811	PF04722	Ssu72-like protein	6	194	108.0	2026-04-11
A0A1W2PQ64	IPR006811	PF04722	Ssu72-like protein	6	194	108.0	2026-04-11
A0A1W2PQ72	IPR044822	PF13837	Myb/SANT-like DNA-binding domain	11	99	108.0	2026-04-11
A0A1W2PQ73	IPR000418	PF00178	Ets-domain	41	121	108.0	2026-04-11
A0A1W2PQC6	IPR006811	PF04722	Ssu72-like protein	6	194	108.0	2026-04-11
A0A1W2PQD8	IPR006811	PF04722	Ssu72-like protein	6	194	108.0	2026-04-11
A0A1W2PQJ5	IPR006811	PF04722	Ssu72-like protein	6	194	108.0	2026-04-11
A0A1W2PQL4	IPR001909	PF01352	KRAB box	16	56	108.0	2026-04-11
A0A1W2PQL4	IPR013087	PF00096	Zinc finger, C2H2 type	213	235	108.0	2026-04-11
A0A1W2PQL4	IPR013087	PF00096	Zinc finger, C2H2 type	241	263	108.0	2026-04-11
A0A1W2PQL4	IPR013087	PF00096	Zinc finger, C2H2 type	269	291	108.0	2026-04-11
A0A1W2PQL4	IPR013087	PF00096	Zinc finger, C2H2 type	297	319	108.0	2026-04-11
A0A1W2PQL4		PF13465	Zinc-finger double domain	340	364	108.0	2026-04-11
A0A1W2PR19	IPR004045	PF13417	Glutathione S-transferase, N-terminal domain	5	81	108.0	2026-04-11
A0A1W2PR19	IPR004046	PF00043	Glutathione S-transferase, C-terminal domain	120	171	108.0	2026-04-11
A0A1W2PR48	IPR001680	PF00400	WD domain, G-beta repeat	154	185	108.0	2026-04-11
A0A1W2PR64	IPR006809	PF04719	hTAFII28-like protein conserved region	97	181	108.0	2026-04-11
A0A1W2PR75	IPR006811	PF04722	Ssu72-like protein	6	194	108.0	2026-04-11
A0A1W2PR82	IPR053819	PF15238	Omega loop, TEAD interacting region 3	207	221	108.0	2026-04-11
A0A1W2PR95	IPR007304	PF04177	TAP42-like family	14	330	108.0	2026-04-11
A0A1W2PRP0	IPR001766	PF00250	Forkhead domain	32	114	108.0	2026-04-11
A0A1W2PRV1	IPR006809	PF04719	hTAFII28-like protein conserved region	97	181	108.0	2026-04-11
A0A1W2PS18	IPR007593	PF04505	Interferon-induced transmembrane protein	68	145	108.0	2026-04-11
A0A2R8Y4L2	IPR000504	PF00076	RNA recognition motif	16	82	108.0	2026-04-11
A0A2R8Y4L2	IPR000504	PF00076	RNA recognition motif	107	166	108.0	2026-04-11
A0A2R8Y4L2	IPR021662	PF11627	Heterogeneous nuclear ribonucleoprotein A1, LC domain	255	292	108.0	2026-04-11
A0A2R8Y619	IPR007125	PF00125	Core histone H2A/H2B/H3/H4 domain	22	97	108.0	2026-04-11
A0A2R8Y7D0	IPR000626	PF00240	Ubiquitin family	27	84	108.0	2026-04-11
A0A2R8YCJ5	IPR060618	PF27763	Reprimo-like	33	72	108.0	2026-04-11
A0A2Z4LIS9	IPR001766	PF00250	Forkhead domain	244	282	108.0	2026-04-11
A0A3B3IRV3	IPR041366	PF17832	Pre-PUA-like domain	5	89	108.0	2026-04-11
A0A3B3IRV3	IPR002478	PF01472	PUA domain	95	170	108.0	2026-04-11
A0A3B3IT33		PF15227	zinc finger of C3HC4-type, RING	15	55	108.0	2026-04-11
A0A3B3IT33	IPR000315	PF00643	B-box zinc finger	89	128	108.0	2026-04-11
A0A3B3IT33	IPR003877	PF00622	SPRY domain	340	450	108.0	2026-04-11
A0A3B3IT52	IPR044822	PF13837	Myb/SANT-like DNA-binding domain	36	122	108.0	2026-04-11
A0A3B3IU46	IPR028271	PF15320	mRNA cap methylation, RNMT-activating mini protein	10	87	108.0	2026-04-11
A0A494BZU4	IPR027862	PF15049	Protein of unknown function (DUF4534)	4	164	108.0	2026-04-11
A0A494C071	IPR048765	PF20887	PWWP domain-containing DNA repair factor 3A/B, N-terminal	5	99	108.0	2026-04-11
A0A494C071	IPR035504	PF20884	MUM1-like, PWWP domain	1755	1833	108.0	2026-04-11
A0A494C071	IPR048795	PF20886	PWWP domain-containing DNA repair factor 3A/B, C-terminal	1862	2052	108.0	2026-04-11
A0A494C086	IPR020984	PF11357	Cell cycle regulatory protein	194	304	108.0	2026-04-11
A0A494C086	IPR020984	PF11357	Cell cycle regulatory protein	351	398	108.0	2026-04-11
A0A494C0Z2	IPR020984	PF11357	Cell cycle regulatory protein	109	217	108.0	2026-04-11
A0A494C103	IPR000859	PF00431	CUB domain	30	129	108.0	2026-04-11
A0A494C191	IPR020984	PF11357	Cell cycle regulatory protein	109	217	108.0	2026-04-11
A0A494C1R9	IPR002164	PF00956	Nucleosome assembly protein (NAP)	124	249	108.0	2026-04-11
A0A5F9ZHS7	IPR004827	PF07716	Basic region leucine zipper	42	92	108.0	2026-04-11
A0A7I2V3R4	IPR027370	PF13445	RING-type zinc-finger	58	88	108.0	2026-04-11
A0A7P0TBJ1	IPR029196	PF15251	Telomere attrition and p53 response 1 protein-like	21	271	108.0	2026-04-11
A0A804HLA8	IPR015898	PF00631	GGL domain	8	67	108.0	2026-04-11
A0A8I5KQE6	IPR001865	PF00318	Ribosomal protein S2	19	111	108.0	2026-04-11
A0A8I5KQE6	IPR001865	PF00318	Ribosomal protein S2	118	181	108.0	2026-04-11
A0A8I5KQE6	IPR032281	PF16122	40S ribosomal protein SA C-terminus	202	295	108.0	2026-04-11
A0A8I5KY20	IPR039496	PF14916	Coiled-coil domain of unknown function	7	62	108.0	2026-04-11
A0A8V8TMC4	IPR006671	PF00134	Cyclin, N-terminal domain	111	209	108.0	2026-04-11
A0A8V8TNH8	IPR041670	PF15288	Zinc knuckle	41	82	108.0	2026-04-11
A0A8V8TPE2	IPR041670	PF15288	Zinc knuckle	41	82	108.0	2026-04-11
A0AUZ9	IPR029332	PF15275	PEHE domain	795	915	108.0	2026-04-11
A0AV02	IPR004841	PF00324	Amino acid permease	45	410	108.0	2026-04-11
A0AV96	IPR000504	PF00076	RNA recognition motif	73	137	108.0	2026-04-11
A0AV96	IPR000504	PF00076	RNA recognition motif	153	214	108.0	2026-04-11
A0AV96	IPR000504	PF00076	RNA recognition motif	248	311	108.0	2026-04-11
A0AVI2	IPR000008	PF00168	C2 domain	5	92	108.0	2026-04-11
A0AVI2	IPR000008	PF00168	C2 domain	168	253	108.0	2026-04-11
A0AVI2	IPR000008	PF00168	C2 domain	326	418	108.0	2026-04-11
A0AVI2	IPR012560	PF08165	FerA (NUC095) domain	620	669	108.0	2026-04-11
A0AVI2	IPR012561	PF08150	FerB (NUC096) domain	692	765	108.0	2026-04-11
A0AVI2	IPR000008	PF00168	C2 domain	1077	1131	108.0	2026-04-11
A0AVI2	IPR000008	PF00168	C2 domain	1488	1576	108.0	2026-04-11
A0AVI2	IPR055072	PF22901	Ferlin dsRNA-binding domain-like domain	1579	1669	108.0	2026-04-11
A0AVI2	IPR000008	PF00168	C2 domain	1744	1845	108.0	2026-04-11
A0AVI2	IPR032362	PF16165	Ferlin C-terminus	1896	1986	108.0	2026-04-11
A0AVI4	IPR018801	PF10272	Putative transmembrane protein precursor	17	361	108.0	2026-04-11
A0AVK6	IPR003316	PF02319	E2F/DP family winged-helix DNA-binding domain	114	182	108.0	2026-04-11
A0AVK6	IPR003316	PF02319	E2F/DP family winged-helix DNA-binding domain	262	347	108.0	2026-04-11
A0AVT1	IPR032418	PF16190	Ubiquitin-activating enzyme E1 FCCH domain	225	292	108.0	2026-04-11
A0AVT1	IPR032420	PF16191	Ubiquitin-activating enzyme E1 four-helix bundle	293	361	108.0	2026-04-11
A0AVT1	IPR000594	PF00899	ThiF family	449	630	108.0	2026-04-11
A0AVT1	IPR019572	PF10585	Ubiquitin-activating enzyme, SCCH domain	631	884	108.0	2026-04-11
A0AVT1	IPR000594	PF00899	ThiF family	885	931	108.0	2026-04-11
A0AVT1	IPR018965	PF09358	Ubiquitin fold domain	955	1042	108.0	2026-04-11
A0FGR8	IPR039010	PF17047	Synaptotagmin-like mitochondrial-lipid-binding domain	191	370	108.0	2026-04-11
A0FGR8	IPR000008	PF00168	C2 domain	385	491	108.0	2026-04-11
A0FGR8	IPR000008	PF00168	C2 domain	539	628	108.0	2026-04-11
A0FGR8	IPR000008	PF00168	C2 domain	802	910	108.0	2026-04-11
A0FGR9	IPR039010	PF17047	Synaptotagmin-like mitochondrial-lipid-binding domain	114	290	108.0	2026-04-11
A0FGR9	IPR000008	PF00168	C2 domain	307	409	108.0	2026-04-11
A0FGR9	IPR000008	PF00168	C2 domain	479	550	108.0	2026-04-11
A0FGR9	IPR000008	PF00168	C2 domain	771	878	108.0	2026-04-11
A0JLT2	IPR019403	PF10278	Mediator of RNA pol II transcription subunit 19	63	233	108.0	2026-04-11
A0JNW5	IPR026728	PF24917	Bridge-like lipid transfer protein family member 3A/B	1	1462	108.0	2026-04-11
A0JP26	IPR002110	PF12796	Ankyrin repeats (3 copies)	143	236	108.0	2026-04-11
A0JP26	IPR002110	PF12796	Ankyrin repeats (3 copies)	243	335	108.0	2026-04-11
A0JP26	IPR039497	PF14915	CCDC144C protein coiled-coil region	470	579	108.0	2026-04-11
A0PG75	IPR005552	PF03803	Scramblase	47	265	108.0	2026-04-11
A0PJE2	IPR002347	PF00106	short chain dehydrogenase	42	178	108.0	2026-04-11
A0PJK1	IPR001734	PF00474	Sodium:solute symporter family	50	479	108.0	2026-04-11
A0PJW6	IPR045325	PF06979	TMEM70/TMEM186/TMEM223 protein family	32	198	108.0	2026-04-11
A0PJW8	IPR024130	PF15228	Death-associated protein	13	105	108.0	2026-04-11
A0PJX0	IPR002048	PF13499	EF-hand domain pair	101	168	108.0	2026-04-11
A0PJX2	IPR006571	PF07534	TLDc domain	50	213	108.0	2026-04-11
A0PJX4	IPR053891	PF13908	Shisa, N-terminal domain	25	80	108.0	2026-04-11
A0PJX8	IPR031648	PF15816	Transmembrane protein 82	24	321	108.0	2026-04-11
A0PJY2	IPR013087	PF00096	Zinc finger, C2H2 type	260	279	108.0	2026-04-11
A0PJY2	IPR013087	PF00096	Zinc finger, C2H2 type	288	310	108.0	2026-04-11
A0PJY2	IPR013087	PF00096	Zinc finger, C2H2 type	316	338	108.0	2026-04-11
A0PJY2	IPR013087	PF00096	Zinc finger, C2H2 type	344	366	108.0	2026-04-11
A0PJY2	IPR013087	PF13912	C2H2-type zinc finger	372	396	108.0	2026-04-11
A0PJY2	IPR013087	PF00096	Zinc finger, C2H2 type	400	423	108.0	2026-04-11
A0PJZ3	IPR002495	PF01501	Glycosyl transferase family 8	113	342	108.0	2026-04-11
A0PK00	IPR012926	PF07851	TMEM120A/B	10	331	108.0	2026-04-11
A0PK05	IPR032055	PF16054	Transmembrane protein family 72	4	136	108.0	2026-04-11
A0PK11	IPR026748	PF25807	Clarin-2-like	5	206	108.0	2026-04-11
A1A4G5	IPR029280	PF15419	Leukemia NUP98 fusion partner 1	7	165	108.0	2026-04-11
A1A4S6	IPR004148	PF16746	BAR domain of APPL family	6	249	108.0	2026-04-11
A1A4S6	IPR001849	PF00169	PH domain	269	367	108.0	2026-04-11
A1A4S6	IPR000198	PF00620	RhoGAP domain	398	546	108.0	2026-04-11
A1A4S6	IPR001452	PF14604	Variant SH3 domain	735	784	108.0	2026-04-11
A1A4V9	IPR032727	PF14769	Flagellar C1a complex subunit C1a-32	126	223	108.0	2026-04-11
A1A4Y4	IPR007743	PF05049	Interferon-inducible GTPase (IIGP)	5	180	108.0	2026-04-11
A1A519	IPR040879	PF17734	Spermatogenesis-associated protein 46	217	266	108.0	2026-04-11
A1A580	IPR007951	PF05287	PMG protein	1	41	108.0	2026-04-11
A1A5B4	IPR032394	PF16178	Anoctamin, dimerisation domain	115	176	108.0	2026-04-11
A1A5B4	IPR049452	PF04547	Calcium-activated chloride channel	179	735	108.0	2026-04-11
A1A5C7	IPR005828	PF00083	Sugar (and other) transporter	235	626	108.0	2026-04-11
A1A5D9	IPR060493	PF27654	BICD family-like cargo adapter 2 C-terminal domain	423	479	108.0	2026-04-11
A1E959	IPR026802	PF15424	Odontogenic ameloblast-associated family	16	279	108.0	2026-04-11
